Step, Time, Epot, Ekin, Etot
1757, 70.280000, -590080.533493, 5806.665058, -584273.868435
1758, 70.320000, -591823.687343, 5780.689975, -586042.997368
1759, 70.360000, -592071.380999, 5777.365486, -586294.015513
1760, 70.400000, -592764.099363, 5791.550969, -586972.548394
1761, 70.440000, -592104.055670, 5777.167827, -586326.887843
1762, 70.480000, -592406.710472, 5826.531060, -586580.179413
1763, 70.520000, -588756.208447, 5875.029816, -582881.178631
1764, 70.560000, -588849.635478, 5815.244513, -583034.390965
1765, 70.600000, -589991.197706, 5778.597393, -584212.600313
1766, 70.640000, -592907.414532, 5818.266518, -587089.148014
1767, 70.680000, -593674.887195, 5857.350172, -587817.537023
1768, 70.720000, -593033.750913, 5834.434705, -587199.316208
1769, 70.760000, -589806.280153, 5822.634292, -583983.645861
1770, 70.800000, -588300.447581, 5852.426357, -582448.021224
1771, 70.840000, -587903.131546, 5879.712157, -582023.419389
1772, 70.880000, -588301.679353, 5868.563546, -582433.115808
1773, 70.920000, -588505.534713, 5881.098446, -582624.436267
1774, 70.960000, -587415.156697, 5875.037674, -581540.119023
1775, 71.000000, -589360.792383, 5874.076323, -583486.716061
1776, 71.040000, -589911.886748, 5867.911130, -584043.975617
1777, 71.080000, -588055.441324, 5846.861537, -582208.579787
1778, 71.120000, -589817.892476, 5846.876547, -583971.015929
1779, 71.160000, -590110.879762, 5856.924275, -584253.955487
1780, 71.200000, -590284.000083, 5848.735659, -584435.264425
1781, 71.240000, -589550.969164, 5825.446460, -583725.522704
1782, 71.280000, -592481.843224, 5804.076906, -586677.766317
1783, 71.320000, -592143.646753, 5818.281528, -586325.365225
1784, 71.360000, -590742.165553, 5852.727380, -584889.438173
1785, 71.400000, -591972.691402, 5880.747755, -586091.943647
1786, 71.440000, -590344.570148, 5893.577478, -584450.992671
1787, 71.480000, -590560.399043, 5841.960338, -584718.438705
1788, 71.520000, -590902.582887, 5809.589155, -585092.993732
1789, 71.560000, -588265.850761, 5804.347640, -582461.503121
1790, 71.600000, -591449.715108, 5812.876357, -585636.838751
1791, 71.640000, -587657.240493, 5826.964578, -581830.275915
1792, 71.680000, -592134.657490, 5866.576868, -586268.080623
1793, 71.720000, -591757.933683, 5875.794332, -585882.139352
1794, 71.760000, -592676.634362, 5843.135126, -586833.499237
1795, 71.800000, -593186.550061, 5797.019571, -587389.530491
1796, 71.840000, -590882.261940, 5785.363790, -585096.898149
1797, 71.880000, -588577.605042, 5775.413288, -582802.191755
1798, 71.920000, -588201.924487, 5778.482953, -582423.441533
1799, 71.960000, -587484.457176, 5796.656251, -581687.800925
1800, 72.000000, -588761.599078, 5779.968892, -582981.630185
1801, 72.040000, -590418.201632, 5834.597513, -584583.604119
1802, 72.080000, -592255.275134, 5863.837183, -586391.437951
1803, 72.120000, -590435.123167, 5828.267478, -584606.855689
1804, 72.160000, -592118.680471, 5777.399836, -586341.280635
1805, 72.200000, -591710.923936, 5742.619454, -585968.304482
1806, 72.240000, -592602.680274, 5755.453858, -586847.226416
1807, 72.280000, -590681.846040, 5763.045524, -584918.800516
1808, 72.320000, -589210.651797, 5734.681709, -583475.970088
1809, 72.360000, -590689.712873, 5713.048652, -584976.664220
1810, 72.400000, -587436.216596, 5721.121529, -581715.095067
1811, 72.440000, -590631.677201, 5758.233734, -584873.443467
1812, 72.480000, -591085.500594, 5768.336632, -585317.163962
1813, 72.520000, -589499.941819, 5708.951192, -583790.990627
1814, 72.560000, -587258.549274, 5675.845411, -581582.703863
1815, 72.600000, -588232.502340, 5730.874967, -582501.627373
1816, 72.640000, -588578.487776, 5811.875831, -582766.611946
1817, 72.680000, -587725.255526, 5822.516295, -581902.739231
1818, 72.720000, -588543.830003, 5807.911471, -582735.918532
1819, 72.760000, -587890.866577, 5783.359332, -582107.507246
1820, 72.800000, -589326.456281, 5791.954150, -583534.502130
1821, 72.840000, -589603.262897, 5844.121894, -583759.141003
1822, 72.880000, -591247.518901, 5866.142448, -585381.376452
1823, 72.920000, -593337.045562, 5863.287880, -587473.757682
1824, 72.960000, -590912.542882, 5883.488137, -585029.054745
1825, 73.000000, -591355.600469, 5925.812913, -585429.787556
1826, 73.040000, -591081.131717, 5867.662185, -585213.469531
1827, 73.080000, -588544.000525, 5805.612666, -582738.387860
1828, 73.120000, -591171.167236, 5836.948040, -585334.219196
1829, 73.160000, -589115.462241, 5873.253478, -583242.208763
1830, 73.200000, -591286.566918, 5889.319001, -585397.247918
1831, 73.240000, -592794.831420, 5846.309491, -586948.521929
1832, 73.280000, -591389.139871, 5798.886652, -585590.253220
1833, 73.320000, -592633.098243, 5795.512008, -586837.586234
1834, 73.360000, -592027.069074, 5828.605436, -586198.463637
1835, 73.400000, -593336.644893, 5829.388951, -587507.255942
1836, 73.440000, -591811.663806, 5790.787394, -586020.876413
1837, 73.480000, -590881.920027, 5819.845853, -585062.074174
1838, 73.520000, -590735.109993, 5869.492039, -584865.617953
1839, 73.560000, -589458.032511, 5826.033253, -583631.999258
1840, 73.600000, -588055.175418, 5810.177196, -582244.998221
1841, 73.640000, -587083.791963, 5845.097862, -581238.694101
1842, 73.680000, -588639.500595, 5874.198404, -582765.302192
1843, 73.720000, -588364.547785, 5886.027584, -582478.520200
1844, 73.760000, -592332.738223, 5864.880658, -586467.857565
1845, 73.800000, -592221.984599, 5855.179050, -586366.805549
1846, 73.840000, -592362.664046, 5887.750702, -586474.913345
1847, 73.880000, -590461.920730, 5863.331678, -584598.589052
1848, 73.920000, -587974.525636, 5809.944207, -582164.581430
1849, 73.960000, -588468.680110, 5771.165870, -582697.514239
1850, 74.000000, -589819.291450, 5852.827513, -583966.463937
1851, 74.040000, -589840.748972, 5909.324841, -583931.424130
1852, 74.080000, -591071.296809, 5884.807213, -585186.489596
1853, 74.120000, -590101.592790, 5870.140196, -584231.452594
1854, 74.160000, -590268.705726, 5829.560042, -584439.145684
1855, 74.200000, -591332.162365, 5782.336422, -585549.825943
1856, 74.240000, -592281.046593, 5811.630691, -586469.415902
1857, 74.280000, -590373.524081, 5859.911691, -584513.612390
1858, 74.320000, -588933.417480, 5851.689400, -583081.728080
1859, 74.360000, -586752.230117, 5831.173785, -580921.056332
1860, 74.400000, -589573.671569, 5839.523810, -583734.147759
1861, 74.440000, -589524.899519, 5851.556000, -583673.343519
1862, 74.480000, -587623.432021, 5847.608453, -581775.823568
1863, 74.520000, -589915.175323, 5845.527902, -584069.647421
1864, 74.560000, -588289.115815, 5832.425919, -582456.689897
1865, 74.600000, -588242.518023, 5809.449338, -582433.068685
1866, 74.640000, -587921.023780, 5846.915022, -582074.108758
1867, 74.680000, -586863.591187, 5890.768543, -580972.822644
1868, 74.720000, -589167.095511, 5855.380317, -583311.715193
1869, 74.760000, -587121.741259, 5820.945968, -581300.795290
1870, 74.800000, -589072.747369, 5815.465891, -583257.281478
1871, 74.840000, -588148.475208, 5818.825814, -582329.649394
1872, 74.880000, -590214.774129, 5818.273758, -584396.500371
1873, 74.920000, -591920.226277, 5796.184361, -586124.041916
1874, 74.960000, -592151.398509, 5800.871104, -586350.527405
1875, 75.000000, -590034.920472, 5818.357096, -584216.563376
1876, 75.040000, -589737.472603, 5808.712118, -583928.760485
1877, 75.080000, -589863.224425, 5754.700812, -584108.523614
1878, 75.120000, -589860.385597, 5719.032895, -584141.352702
1879, 75.160000, -591304.617220, 5776.971093, -585527.646127
1880, 75.200000, -590668.959483, 5841.168949, -584827.790535
1881, 75.240000, -589611.721031, 5880.002267, -583731.718764
1882, 75.280000, -591311.423689, 5885.946621, -585425.477067
1883, 75.320000, -591449.404893, 5853.793288, -585595.611605
1884, 75.360000, -591646.533603, 5785.916233, -585860.617370
1885, 75.400000, -593988.770131, 5709.391615, -588279.378517
1886, 75.440000, -593365.546096, 5700.728040, -587664.818056
1887, 75.480000, -590193.937826, 5728.909386, -584465.028440
1888, 75.520000, -589306.148192, 5791.584604, -583514.563588
1889, 75.560000, -589033.268339, 5787.749614, -583245.518725
1890, 75.600000, -591470.616701, 5769.334670, -585701.282031
1891, 75.640000, -591550.289899, 5785.888796, -585764.401103
1892, 75.680000, -591679.905867, 5800.191753, -585879.714115
1893, 75.720000, -592033.226015, 5810.159002, -586223.067012
1894, 75.760000, -592076.253575, 5819.225733, -586257.027842
1895, 75.800000, -592348.576728, 5835.189978, -586513.386750
1896, 75.840000, -593199.145591, 5848.602760, -587350.542832
1897, 75.880000, -591080.518942, 5812.966120, -585267.552822
1898, 75.920000, -589175.270897, 5792.619675, -583382.651221
1899, 75.960000, -590527.679879, 5793.491456, -584734.188423
1900, 76.000000, -592941.205923, 5789.260615, -587151.945309
1901, 76.040000, -592185.533373, 5824.843807, -586360.689567
1902, 76.080000, -593326.868421, 5825.529972, -587501.338449
1903, 76.120000, -595124.784955, 5819.347954, -589305.437002
1904, 76.160000, -592565.601400, 5846.964664, -586718.636737
1905, 76.200000, -592348.997050, 5846.036361, -586502.960689
1906, 76.240000, -591358.385590, 5829.468424, -585528.917166
1907, 76.280000, -592077.984813, 5805.176306, -586272.808507
1908, 76.320000, -590230.798784, 5775.807099, -584454.991686
1909, 76.360000, -587671.218598, 5786.377655, -581884.840943
1910, 76.400000, -590176.265654, 5765.289266, -584410.976388
1911, 76.440000, -588958.102813, 5828.607747, -583129.495066
1912, 76.480000, -590268.360216, 5869.075871, -584399.284346
1913, 76.520000, -588972.137966, 5834.029327, -583138.108640
1914, 76.560000, -590877.966453, 5832.269816, -585045.696637
1915, 76.600000, -592409.995113, 5831.206781, -586578.788333
1916, 76.640000, -590974.077885, 5840.202062, -585133.875822
1917, 76.680000, -590371.525835, 5865.028508, -584506.497327
1918, 76.720000, -589680.427953, 5857.288592, -583823.139360
1919, 76.760000, -589337.622207, 5841.977460, -583495.644747
1920, 76.800000, -588677.955913, 5851.294606, -582826.661307
1921, 76.840000, -590760.265710, 5877.555055, -584882.710655
1922, 76.880000, -591726.487418, 5927.215011, -585799.272408
1923, 76.920000, -591524.411447, 5921.148338, -585603.263109
1924, 76.960000, -588642.463032, 5909.860087, -582732.602945
1925, 77.000000, -586805.849989, 5929.775037, -580876.074952
1926, 77.040000, -588873.601723, 5878.849525, -582994.752198
1927, 77.080000, -586740.111606, 5857.330482, -580882.781124
1928, 77.120000, -587966.942574, 5883.793861, -582083.148713
1929, 77.160000, -588920.425098, 5933.241665, -582987.183433
1930, 77.200000, -588527.110153, 5947.915017, -582579.195136
1931, 77.240000, -589611.897003, 5906.049651, -583705.847352
1932, 77.280000, -589175.760964, 5888.359788, -583287.401175
1933, 77.320000, -589555.249822, 5872.432454, -583682.817368
1934, 77.360000, -589604.858384, 5848.640728, -583756.217657
1935, 77.400000, -588204.104127, 5875.087046, -582329.017080
1936, 77.440000, -590879.669224, 5906.661972, -584973.007252
1937, 77.480000, -591040.563327, 5928.073519, -585112.489808
1938, 77.520000, -589438.891646, 5918.480214, -583520.411433
1939, 77.560000, -589697.258870, 5915.842973, -583781.415898
1940, 77.600000, -592621.397847, 6005.628378, -586615.769469
1941, 77.640000, -591979.281768, 6077.573462, -585901.708306
1942, 77.680000, -591689.074519, 6085.055668, -585604.018850
1943, 77.720000, -592719.086061, 6041.762167, -586677.323894
1944, 77.760000, -591684.754840, 6009.204542, -585675.550298
1945, 77.800000, -591508.547047, 6019.714072, -585488.832975
1946, 77.840000, -592648.706958, 6068.085681, -586580.621277
1947, 77.880000, -591389.847861, 6068.536085, -585321.311776
1948, 77.920000, -589256.283114, 5998.288373, -583257.994742
1949, 77.960000, -589187.372506, 5932.961397, -583254.411109
1950, 78.000000, -589187.529841, 5923.955670, -583263.574171
1951, 78.040000, -590066.381162, 5920.123338, -584146.257824
1952, 78.080000, -588658.738916, 5945.852891, -582712.886024
1953, 78.120000, -592263.713956, 5983.425448, -586280.288508
1954, 78.160000, -593450.025425, 5986.509148, -587463.516277
1955, 78.200000, -591050.401714, 5965.044235, -585085.357479
1956, 78.240000, -590614.639712, 5970.089952, -584644.549761
1957, 78.280000, -590611.869348, 6011.775053, -584600.094296
1958, 78.320000, -590248.160509, 5990.845376, -584257.315133
1959, 78.360000, -589368.840731, 5950.292224, -583418.548507
1960, 78.400000, -591330.028815, 5930.221247, -585399.807568
1961, 78.440000, -588021.790707, 5885.491130, -582136.299577
1962, 78.480000, -588895.747826, 5880.732878, -583015.014947
1963, 78.520000, -591257.859029, 5885.490253, -585372.368776
1964, 78.560000, -593103.968174, 5888.488869, -587215.479304
1965, 78.600000, -592954.911556, 5877.432020, -587077.479537
1966, 78.640000, -592157.616579, 5862.614106, -586295.002473
1967, 78.680000, -590846.685676, 5831.909213, -585014.776463
1968, 78.720000, -592317.239126, 5810.855565, -586506.383561
1969, 78.760000, -592518.402478, 5845.210906, -586673.191572
1970, 78.800000, -590727.272220, 5893.078251, -584834.193970
1971, 78.840000, -588920.627703, 5896.045831, -583024.581872
1972, 78.880000, -589077.634112, 5853.810833, -583223.823279
1973, 78.920000, -589874.216544, 5807.357476, -584066.859068
1974, 78.960000, -593481.828476, 5822.364378, -587659.464098
1975, 79.000000, -591627.800722, 5845.481048, -585782.319674
1976, 79.040000, -592373.433533, 5842.992832, -586530.440701
1977, 79.080000, -591812.550271, 5839.714364, -585972.835907
1978, 79.120000, -590956.506444, 5795.767567, -585160.738876
1979, 79.160000, -592205.506702, 5800.934254, -586404.572448
1980, 79.200000, -590319.632473, 5834.364596, -584485.267877
1981, 79.240000, -590154.581667, 5884.632573, -584269.949094
1982, 79.280000, -589307.795568, 5907.076612, -583400.718956
1983, 79.320000, -589769.710110, 5954.865582, -583814.844529
1984, 79.360000, -592556.461345, 6038.233210, -586518.228134
1985, 79.400000, -594611.929640, 6044.063806, -588567.865834
1986, 79.440000, -593979.987716, 5996.988663, -587982.999054
1987, 79.480000, -592074.209257, 5943.758575, -586130.450681
1988, 79.520000, -591855.095271, 5931.140012, -585923.955259
1989, 79.560000, -592613.488621, 5937.601942, -586675.886679
1990, 79.600000, -592768.628517, 5924.169576, -586844.458941
1991, 79.640000, -591111.181466, 5893.719497, -585217.461968
1992, 79.680000, -591730.597425, 5906.665666, -585823.931759
1993, 79.720000, -588477.960079, 5949.734091, -582528.225987
1994, 79.760000, -590872.667036, 5966.963072, -584905.703964
1995, 79.800000, -590317.419116, 5949.253605, -584368.165512
1996, 79.840000, -591355.040113, 5916.863116, -585438.176997
1997, 79.880000, -592302.350108, 5878.161182, -586424.188926
1998, 79.920000, -592802.556812, 5910.739645, -586891.817167
1999, 79.960000, -592875.765528, 5942.799163, -586932.966365
2000, 80.000000, -593622.879959, 5983.182489, -587639.697470
2001, 80.040000, -591295.083099, 6059.496693, -585235.586406
2002, 80.080000, -590292.623357, 6072.813282, -584219.810075
2003, 80.120000, -587790.501676, 6054.040256, -581736.461420
2004, 80.160000, -587063.401155, 6030.511185, -581032.889970
2005, 80.200000, -588983.298459, 6012.461070, -582970.837389
2006, 80.240000, -588215.482401, 6020.390255, -582195.092146
2007, 80.280000, -588390.482789, 6021.989243, -582368.493547
2008, 80.320000, -588253.498608, 6041.139918, -582212.358690
2009, 80.360000, -588602.939596, 5996.724620, -582606.214976
2010, 80.400000, -589446.886868, 5972.340335, -583474.546534
2011, 80.440000, -589556.565160, 5996.620072, -583559.945088
2012, 80.480000, -590187.247349, 5983.610203, -584203.637146
2013, 80.520000, -589207.939365, 5946.065334, -583261.874031
2014, 80.560000, -591005.626898, 5961.001696, -585044.625202
2015, 80.600000, -589085.131187, 5977.986350, -583107.144836
2016, 80.640000, -588955.996884, 5991.058356, -582964.938528
2017, 80.680000, -588101.222482, 5952.750542, -582148.471940
2018, 80.720000, -588084.314868, 5920.258609, -582164.056259
2019, 80.760000, -590136.926986, 5935.447031, -584201.479955
2020, 80.800000, -592194.374997, 5979.262875, -586215.112122
2021, 80.840000, -590667.991595, 5980.670490, -584687.321106
2022, 80.880000, -592552.767299, 5975.577250, -586577.190049
2023, 80.920000, -592530.526118, 5970.364105, -586560.162013
2024, 80.960000, -593776.137248, 5900.824114, -587875.313134
2025, 81.000000, -592390.080508, 5864.183850, -586525.896658
2026, 81.040000, -592729.846065, 5871.524658, -586858.321407
2027, 81.080000, -591908.587748, 5848.684620, -586059.903128
2028, 81.120000, -591799.391190, 5845.973408, -585953.417782
2029, 81.160000, -589958.824088, 5885.755298, -584073.068790
2030, 81.200000, -589061.188503, 5935.831378, -583125.357125
2031, 81.240000, -588086.931932, 5958.701700, -582128.230232
2032, 81.280000, -586832.445604, 5950.175953, -580882.269651
2033, 81.320000, -587831.907176, 5952.647293, -581879.259882
2034, 81.360000, -588563.698066, 5984.408135, -582579.289931
2035, 81.400000, -589233.577175, 5979.556937, -583254.020238
2036, 81.440000, -590265.684136, 5960.334772, -584305.349364
2037, 81.480000, -591314.783942, 5965.645479, -585349.138462
2038, 81.520000, -591149.755136, 6034.227487, -585115.527649
2039, 81.560000, -591859.643279, 6096.548822, -585763.094457
2040, 81.600000, -590511.055946, 6129.920393, -584381.135553
2041, 81.640000, -591294.804025, 6142.139819, -585152.664207
2042, 81.680000, -592179.459378, 6064.912358, -586114.547020
2043, 81.720000, -593947.954214, 5993.421188, -587954.533026
2044, 81.760000, -593372.027426, 6020.311602, -587351.715824
2045, 81.800000, -593416.935682, 6060.477026, -587356.458657
2046, 81.840000, -591014.093100, 6037.880463, -584976.212637
2047, 81.880000, -591757.302700, 5974.164345, -585783.138356
2048, 81.920000, -590833.925127, 5933.555691, -584900.369435
2049, 81.960000, -589866.103099, 5918.395830, -583947.707269
2050, 82.000000, -589118.097428, 5926.952703, -583191.144726
2051, 82.040000, -590544.167162, 5942.109616, -584602.057547
2052, 82.080000, -590589.560291, 5917.312733, -584672.247558
2053, 82.120000, -588371.816133, 5842.253094, -582529.563039
2054, 82.160000, -588186.911591, 5808.411800, -582378.499791
2055, 82.200000, -591223.773845, 5836.875569, -585386.898276
2056, 82.240000, -592317.727848, 5899.913536, -586417.814312
2057, 82.280000, -590637.526530, 5893.343366, -584744.183164
2058, 82.320000, -590054.587139, 5878.876557, -584175.710582
2059, 82.360000, -589905.052758, 5918.369418, -583986.683339
2060, 82.400000, -589350.716035, 5886.301828, -583464.414207
2061, 82.440000, -589789.588637, 5837.032587, -583952.556049
2062, 82.480000, -590139.910237, 5806.873884, -584333.036354
2063, 82.520000, -591575.052262, 5793.655441, -585781.396820
2064, 82.560000, -591248.734186, 5801.568337, -585447.165849
2065, 82.600000, -592570.471674, 5792.152222, -586778.319452
2066, 82.640000, -592483.186866, 5761.931321, -586721.255545
2067, 82.680000, -591621.559003, 5740.100129, -585881.458874
2068, 82.720000, -593681.905801, 5768.557510, -587913.348291
2069, 82.760000, -594390.462513, 5788.554348, -588601.908165
2070, 82.800000, -593168.644530, 5787.601204, -587381.043326
2071, 82.840000, -592442.333139, 5800.620724, -586641.712415
2072, 82.880000, -592355.081376, 5788.566166, -586566.515210
2073, 82.920000, -589481.336806, 5778.559648, -583702.777158
2074, 82.960000, -588327.481023, 5731.573755, -582595.907269
2075, 83.000000, -589341.492629, 5666.344446, -583675.148183
2076, 83.040000, -589094.348797, 5671.376334, -583422.972463
2077, 83.080000, -589282.673392, 5744.462514, -583538.210877
2078, 83.120000, -588180.889083, 5779.701006, -582401.188077
2079, 83.160000, -590317.294331, 5753.948507, -584563.345825
2080, 83.200000, -591492.427400, 5734.610704, -585757.816696
2081, 83.240000, -591242.327732, 5735.276107, -585507.051624
2082, 83.280000, -590650.897605, 5770.525409, -584880.372196
2083, 83.320000, -590010.915609, 5829.164864, -584181.750745
2084, 83.360000, -590493.853597, 5902.438410, -584591.415187
2085, 83.400000, -590212.959776, 5915.047784, -584297.911992
2086, 83.440000, -590307.114841, 5834.536336, -584472.578505
2087, 83.480000, -592181.579399, 5810.435258, -586371.144141
2088, 83.520000, -591979.415944, 5842.739326, -586136.676618
2089, 83.560000, -593391.628850, 5898.429341, -587493.199510
2090, 83.600000, -591703.551087, 5959.044536, -585744.506552
2091, 83.640000, -590252.825263, 5921.688261, -584331.137002
2092, 83.680000, -591620.662292, 5909.697964, -585710.964328
2093, 83.720000, -591896.495817, 5931.387728, -585965.108090
2094, 83.760000, -591151.654513, 5952.970180, -585198.684333
2095, 83.800000, -590918.548770, 5935.680689, -584982.868081
2096, 83.840000, -591581.280454, 5883.087137, -585698.193317
2097, 83.880000, -591033.924941, 5859.854905, -585174.070036
2098, 83.920000, -593862.616969, 5866.874946, -587995.742023
2099, 83.960000, -593569.706702, 5884.828823, -587684.877880
2100, 84.000000, -592104.981149, 5872.578822, -586232.402327
2101, 84.040000, -591710.593974, 5829.453743, -585881.140231
2102, 84.080000, -593104.992173, 5835.210249, -587269.781924
2103, 84.120000, -591815.983173, 5844.329633, -585971.653540
2104, 84.160000, -592565.590375, 5863.017504, -586702.572870
2105, 84.200000, -589959.467275, 5904.060804, -584055.406471
2106, 84.240000, -590115.286374, 5966.121981, -584149.164393
2107, 84.280000, -593616.488771, 6010.139186, -587606.349585
2108, 84.320000, -592607.783254, 6022.290552, -586585.492701
2109, 84.360000, -591317.364613, 5988.853237, -585328.511375
2110, 84.400000, -590769.595859, 5987.963523, -584781.632336
2111, 84.440000, -590923.519034, 5982.205140, -584941.313894
2112, 84.480000, -587362.036935, 5962.327785, -581399.709150
2113, 84.520000, -588589.995385, 5969.071139, -582620.924246
2114, 84.560000, -589971.063268, 5931.091239, -584039.972028
2115, 84.600000, -589131.214388, 5939.147026, -583192.067361
2116, 84.640000, -587750.948711, 5926.406802, -581824.541909
2117, 84.680000, -587595.639350, 5937.240221, -581658.399129
2118, 84.720000, -587599.332839, 5955.515299, -581643.817540
2119, 84.760000, -589165.496635, 5977.793837, -583187.702798
2120, 84.800000, -590081.705052, 5987.345907, -584094.359145
2121, 84.840000, -589841.517013, 5971.020340, -583870.496673
2122, 84.880000, -593148.908350, 5983.579417, -587165.328933
2123, 84.920000, -592614.273454, 5985.872132, -586628.401322
2124, 84.960000, -593249.595929, 5960.140048, -587289.455881
2125, 85.000000, -590119.042943, 5962.295016, -584156.747926
2126, 85.040000, -588751.291498, 5945.350696, -582805.940802
2127, 85.080000, -590866.376330, 5920.725987, -584945.650343
2128, 85.120000, -590457.289041, 5945.243530, -584512.045511
2129, 85.160000, -589944.819543, 5964.100751, -583980.718792
2130, 85.200000, -590632.580701, 5959.366073, -584673.214628
2131, 85.240000, -590635.279799, 5951.784431, -584683.495368
2132, 85.280000, -591242.772474, 5979.851751, -585262.920723
2133, 85.320000, -590849.402857, 6011.936336, -584837.466521
2134, 85.360000, -592780.966940, 6012.952281, -586768.014659
2135, 85.400000, -589782.743584, 5960.205136, -583822.538448
2136, 85.440000, -588439.552790, 5899.105519, -582540.447271
2137, 85.480000, -585871.385794, 5905.926279, -579965.459514
2138, 85.520000, -586253.067209, 5903.019801, -580350.047408
2139, 85.560000, -590406.339804, 5949.838395, -584456.501410
2140, 85.600000, -590826.532829, 5984.023260, -584842.509568
2141, 85.640000, -591245.916460, 5947.785608, -585298.130851
2142, 85.680000, -591404.809805, 5898.774497, -585506.035307
2143, 85.720000, -593895.942597, 5887.853356, -588008.089241
2144, 85.760000, -591376.749167, 5874.537305, -585502.211862
2145, 85.800000, -591648.126686, 5862.825190, -585785.301496
2146, 85.840000, -593493.736268, 5840.752030, -587652.984238
2147, 85.880000, -592830.087937, 5824.031162, -587006.056774
2148, 85.920000, -591303.985359, 5836.208927, -585467.776432
2149, 85.960000, -592750.988253, 5889.374831, -586861.613422
2150, 86.000000, -592508.993910, 5944.936481, -586564.057430
2151, 86.040000, -594111.038736, 5969.569524, -588141.469212
2152, 86.080000, -592796.694467, 5922.953798, -586873.740669
2153, 86.120000, -591934.876609, 5884.645337, -586050.231272
2154, 86.160000, -592474.973500, 5850.842328, -586624.131172
2155, 86.200000, -591706.541232, 5865.366731, -585841.174501
2156, 86.240000, -588900.290952, 5878.777937, -583021.513015
2157, 86.280000, -591314.824581, 5831.008906, -585483.815675
2158, 86.320000, -588412.365903, 5775.329662, -582637.036241
2159, 86.360000, -588548.057154, 5808.327295, -582739.729860
2160, 86.400000, -589165.070041, 5902.503675, -583262.566366
2161, 86.440000, -591279.268301, 5938.797100, -585340.471202
2162, 86.480000, -591189.372600, 5902.641858, -585286.730742
2163, 86.520000, -590754.723078, 5869.104774, -584885.618303
2164, 86.560000, -590541.342544, 5824.686048, -584716.656497
2165, 86.600000, -589902.881200, 5797.404354, -584105.476846
2166, 86.640000, -590621.760578, 5799.435006, -584822.325572
2167, 86.680000, -587336.995286, 5782.791456, -581554.203830
2168, 86.720000, -585425.413126, 5809.042941, -579616.370184
2169, 86.760000, -588705.943583, 5843.913215, -582862.030368
2170, 86.800000, -587315.790132, 5856.702272, -581459.087860
2171, 86.840000, -587789.204481, 5830.637101, -581958.567380
2172, 86.880000, -591465.890346, 5799.676182, -585666.214163
2173, 86.920000, -592239.541513, 5745.002618, -586494.538895
2174, 86.960000, -591067.547210, 5718.177745, -585349.369465
2175, 87.000000, -590967.496727, 5750.611456, -585216.885271
2176, 87.040000, -591901.525178, 5779.626481, -586121.898697
2177, 87.080000, -592946.719885, 5787.006046, -587159.713839
2178, 87.120000, -591170.946977, 5754.881715, -585416.065262
2179, 87.160000, -587866.194570, 5723.167445, -582143.027125
2180, 87.200000, -589076.973918, 5745.123165, -583331.850753
2181, 87.240000, -590054.471695, 5807.097309, -584247.374386
2182, 87.280000, -587510.372056, 5849.592226, -581660.779830
2183, 87.320000, -590496.060983, 5873.110896, -584622.950087
2184, 87.360000, -591947.863356, 5902.620538, -586045.242818
2185, 87.400000, -591223.018345, 5929.859226, -585293.159119
2186, 87.440000, -590629.973189, 5909.690387, -584720.282803
2187, 87.480000, -591839.931458, 5860.183451, -585979.748007
2188, 87.520000, -591309.475075, 5809.664576, -585499.810499
2189, 87.560000, -589595.189630, 5814.126498, -583781.063132
2190, 87.600000, -591186.943861, 5802.167756, -585384.776104
2191, 87.640000, -593028.730457, 5761.665091, -587267.065366
2192, 87.680000, -590550.661544, 5751.174892, -584799.486652
2193, 87.720000, -589751.487791, 5767.983647, -583983.504144
2194, 87.760000, -590740.686634, 5729.147414, -585011.539219
2195, 87.800000, -589782.463157, 5673.065549, -584109.397607
2196, 87.840000, -590771.269750, 5681.219632, -585090.050118
2197, 87.880000, -587573.736067, 5776.709466, -581797.026601
2198, 87.920000, -588411.166406, 5842.833626, -582568.332781
2199, 87.960000, -588711.372798, 5825.442966, -582885.929832
2200, 88.000000, -590385.223815, 5776.153784, -584609.070031
2201, 88.040000, -590224.718353, 5740.329075, -584484.389278
2202, 88.080000, -589937.982625, 5756.431279, -584181.551345
2203, 88.120000, -591241.121928, 5810.635613, -585430.486314
2204, 88.160000, -590852.326723, 5804.586539, -585047.740184
2205, 88.200000, -592051.108778, 5797.641471, -586253.467307
2206, 88.240000, -591441.156561, 5817.105743, -585624.050818
2207, 88.280000, -590174.741535, 5835.302606, -584339.438928
2208, 88.320000, -590383.152344, 5797.951066, -584585.201278
2209, 88.360000, -589275.915864, 5819.812722, -583456.103142
2210, 88.400000, -592803.795710, 5883.272174, -586920.523536
2211, 88.440000, -589688.700989, 5890.820308, -583797.880681
2212, 88.480000, -591092.954422, 5909.052181, -585183.902241
2213, 88.520000, -591109.472643, 5940.699377, -585168.773266
2214, 88.560000, -593387.996292, 5943.603039, -587444.393253
2215, 88.600000, -592409.936034, 5929.862053, -586480.073981
2216, 88.640000, -589154.934990, 5921.917278, -583233.017712
2217, 88.680000, -588237.462744, 5901.508992, -582335.953751
2218, 88.720000, -588893.778710, 5849.948885, -583043.829825
2219, 88.760000, -588111.190817, 5864.481027, -582246.709790
2220, 88.800000, -588580.278569, 5950.566998, -582629.711571
2221, 88.840000, -589709.086103, 5951.906978, -583757.179125
2222, 88.880000, -588182.216698, 5885.978865, -582296.237833
