Step, Time, Epot, Ekin, Etot
4519, 180.760000, -590549.451943, 5891.736517, -584657.715426
4520, 180.800000, -591255.559394, 5873.298109, -585382.261284
4521, 180.840000, -591913.114176, 5899.262126, -586013.852050
4522, 180.880000, -591154.340970, 5915.684382, -585238.656588
4523, 180.920000, -591208.414932, 5946.046028, -585262.368904
4524, 180.960000, -591719.337951, 5923.750604, -585795.587347
4525, 181.000000, -592080.963262, 5889.847505, -586191.115757
4526, 181.040000, -590931.429065, 5903.959461, -585027.469604
4527, 181.080000, -591956.571791, 5938.081380, -586018.490411
4528, 181.120000, -590941.397038, 6003.064306, -584938.332732
4529, 181.160000, -591388.565609, 5999.150576, -585389.415033
4530, 181.200000, -594352.612384, 5932.541897, -588420.070487
4531, 181.240000, -592923.595084, 5907.061926, -587016.533158
4532, 181.280000, -591802.452874, 5943.304583, -585859.148291
4533, 181.320000, -590564.750217, 5987.604321, -584577.145896
4534, 181.360000, -591387.721133, 5926.609998, -585461.111135
4535, 181.400000, -591225.947021, 5823.738622, -585402.208400
4536, 181.440000, -590226.066117, 5772.954426, -584453.111691
4537, 181.480000, -588897.057231, 5775.114148, -583121.943083
4538, 181.520000, -589145.896536, 5802.836490, -583343.060046
4539, 181.560000, -589853.567011, 5835.647750, -584017.919262
4540, 181.600000, -591151.113604, 5855.709372, -585295.404232
4541, 181.640000, -590882.433131, 5846.524989, -585035.908142
4542, 181.680000, -590931.569140, 5808.364093, -585123.205047
4543, 181.720000, -591677.118748, 5816.266627, -585860.852121
4544, 181.760000, -591840.549651, 5801.871840, -586038.677811
4545, 181.800000, -591848.248623, 5816.317838, -586031.930785
4546, 181.840000, -589743.867911, 5888.566397, -583855.301514
4547, 181.880000, -589586.304747, 5917.015336, -583669.289411
4548, 181.920000, -588860.591745, 5914.743673, -582945.848072
4549, 181.960000, -591324.279699, 5923.413060, -585400.866640
4550, 182.000000, -591159.132007, 5930.425752, -585228.706256
4551, 182.040000, -592241.231934, 5917.816591, -586323.415343
4552, 182.080000, -589439.540226, 5935.828263, -583503.711963
4553, 182.120000, -587756.040045, 5971.648839, -581784.391206
4554, 182.160000, -587768.295188, 6012.835371, -581755.459817
4555, 182.200000, -590666.546739, 6025.966310, -584640.580428
4556, 182.240000, -592775.215525, 5982.481445, -586792.734081
4557, 182.280000, -594379.416033, 5945.869754, -588433.546279
4558, 182.320000, -593418.091291, 5916.155341, -587501.935950
4559, 182.360000, -591133.602500, 5922.307932, -585211.294568
4560, 182.400000, -591429.926679, 5912.849439, -585517.077240
4561, 182.440000, -592805.087713, 5893.058860, -586912.028853
4562, 182.480000, -595745.903442, 5865.981951, -589879.921491
4563, 182.520000, -594117.598360, 5853.760740, -588263.837620
4564, 182.560000, -592744.337689, 5865.348905, -586878.988785
4565, 182.600000, -592011.236282, 5861.053419, -586150.182862
4566, 182.640000, -592388.301688, 5827.117729, -586561.183960
4567, 182.680000, -592370.821202, 5802.441196, -586568.380006
4568, 182.720000, -592517.456048, 5792.863668, -586724.592379
4569, 182.760000, -591270.708286, 5816.941742, -585453.766544
4570, 182.800000, -591369.048306, 5883.998726, -585485.049580
4571, 182.840000, -592188.880844, 5882.833415, -586306.047429
4572, 182.880000, -593065.090212, 5877.666231, -587187.423981
4573, 182.920000, -592689.404797, 5867.528929, -586821.875868
4574, 182.960000, -594626.242892, 5805.250778, -588820.992114
4575, 183.000000, -593492.152390, 5803.897369, -587688.255021
4576, 183.040000, -594331.116699, 5896.157391, -588434.959308
4577, 183.080000, -592340.208235, 5969.607262, -586370.600973
4578, 183.120000, -593649.783443, 5984.768123, -587665.015321
4579, 183.160000, -594497.382086, 5965.458560, -588531.923526
4580, 183.200000, -594571.712293, 5956.250244, -588615.462049
4581, 183.240000, -594489.510696, 5997.350451, -588492.160246
4582, 183.280000, -593425.032741, 5985.797945, -587439.234796
4583, 183.320000, -591708.936188, 5935.028476, -585773.907712
4584, 183.360000, -591674.973825, 5934.109275, -585740.864550
4585, 183.400000, -591948.870842, 5948.918507, -585999.952335
4586, 183.440000, -591198.643958, 5896.688238, -585301.955720
4587, 183.480000, -590579.770165, 5877.055496, -584702.714670
4588, 183.520000, -592808.910342, 5889.187184, -586919.723158
4589, 183.560000, -591899.724442, 5909.148397, -585990.576045
4590, 183.600000, -592085.656656, 5939.976998, -586145.679658
4591, 183.640000, -593443.317709, 5987.693611, -587455.624098
4592, 183.680000, -593454.443781, 5954.494014, -587499.949767
4593, 183.720000, -593315.155064, 5889.403877, -587425.751187
4594, 183.760000, -593540.593855, 5812.345686, -587728.248169
4595, 183.800000, -593506.720880, 5822.642782, -587684.078099
4596, 183.840000, -591837.436876, 5845.648166, -585991.788710
4597, 183.880000, -591618.023400, 5849.359671, -585768.663730
4598, 183.920000, -590888.052534, 5839.735507, -585048.317027
4599, 183.960000, -592113.343643, 5813.559016, -586299.784627
4600, 184.000000, -590548.320427, 5819.823345, -584728.497083
4601, 184.040000, -592927.836715, 5810.890480, -587116.946235
4602, 184.080000, -594096.963558, 5804.603586, -588292.359972
4603, 184.120000, -592256.607689, 5822.543551, -586434.064138
4604, 184.160000, -593426.701673, 5885.758292, -587540.943381
4605, 184.200000, -594354.062651, 5964.515316, -588389.547334
4606, 184.240000, -595615.143076, 5972.793569, -589642.349508
4607, 184.280000, -596436.308651, 5986.994362, -590449.314288
4608, 184.320000, -595888.389050, 5967.383201, -589921.005850
4609, 184.360000, -594691.060314, 5965.985205, -588725.075110
4610, 184.400000, -594028.155588, 5948.457250, -588079.698338
4611, 184.440000, -595899.960137, 5875.340507, -590024.619630
4612, 184.480000, -594155.435441, 5794.271617, -588361.163824
4613, 184.520000, -594214.334082, 5776.418998, -588437.915084
4614, 184.560000, -596161.585686, 5770.887448, -590390.698238
4615, 184.600000, -594043.687487, 5801.527836, -588242.159651
4616, 184.640000, -594677.675697, 5850.480090, -588827.195608
4617, 184.680000, -594588.915060, 5899.650563, -588689.264497
4618, 184.720000, -595293.636751, 5939.337805, -589354.298946
4619, 184.760000, -595028.309674, 5901.991950, -589126.317724
4620, 184.800000, -594098.509499, 5818.909274, -588279.600225
4621, 184.840000, -594072.117206, 5798.055909, -588274.061297
4622, 184.880000, -595275.888435, 5818.899596, -589456.988839
4623, 184.920000, -594814.237338, 5826.987230, -588987.250108
4624, 184.960000, -592306.629336, 5853.866629, -586452.762707
4625, 185.000000, -593753.997869, 5857.301682, -587896.696186
4626, 185.040000, -593199.433995, 5850.332997, -587349.100998
4627, 185.080000, -591840.320730, 5813.840630, -586026.480101
4628, 185.120000, -591288.455092, 5800.182822, -585488.272270
4629, 185.160000, -591259.494510, 5816.087075, -585443.407435
4630, 185.200000, -591892.770060, 5829.484326, -586063.285735
4631, 185.240000, -594371.950298, 5844.406204, -588527.544094
4632, 185.280000, -593743.455713, 5829.916924, -587913.538789
4633, 185.320000, -595226.005505, 5797.930015, -589428.075490
4634, 185.360000, -595051.992623, 5778.704375, -589273.288249
4635, 185.400000, -596135.367684, 5809.738730, -590325.628954
4636, 185.440000, -593783.715045, 5886.252055, -587897.462991
4637, 185.480000, -594402.590526, 5924.117083, -588478.473443
4638, 185.520000, -592179.352096, 5878.150937, -586301.201159
4639, 185.560000, -591825.746740, 5813.556396, -586012.190343
4640, 185.600000, -593179.827226, 5813.831377, -587365.995849
4641, 185.640000, -592662.780619, 5893.966190, -586768.814428
4642, 185.680000, -592628.146469, 5916.959754, -586711.186715
4643, 185.720000, -594144.731029, 5913.602059, -588231.128970
4644, 185.760000, -592683.899218, 5902.779023, -586781.120195
4645, 185.800000, -593522.826498, 5912.881325, -587609.945173
4646, 185.840000, -594286.515549, 5954.031874, -588332.483675
4647, 185.880000, -593378.093859, 5973.987999, -587404.105860
4648, 185.920000, -593786.284837, 5968.535001, -587817.749836
4649, 185.960000, -594653.856289, 5937.170736, -588716.685553
4650, 186.000000, -592454.279151, 5906.369346, -586547.909805
4651, 186.040000, -591300.420016, 5915.220781, -585385.199235
4652, 186.080000, -590021.473919, 5919.383104, -584102.090815
4653, 186.120000, -589620.232231, 5893.403481, -583726.828750
4654, 186.160000, -588793.409555, 5861.117820, -582932.291735
4655, 186.200000, -588108.091244, 5856.732518, -582251.358726
4656, 186.240000, -589241.394071, 5844.430975, -583396.963096
4657, 186.280000, -589551.330657, 5862.390423, -583688.940234
4658, 186.320000, -591477.450676, 5880.597834, -585596.852842
4659, 186.360000, -591204.133696, 5882.921159, -585321.212537
4660, 186.400000, -592540.311980, 5887.608724, -586652.703256
4661, 186.440000, -593008.528576, 5923.512874, -587085.015702
4662, 186.480000, -591415.316950, 5927.416221, -585487.900729
4663, 186.520000, -588707.016617, 5873.020012, -582833.996605
4664, 186.560000, -587962.475851, 5846.159999, -582116.315852
4665, 186.600000, -590513.056278, 5892.695458, -584620.360819
4666, 186.640000, -593330.206874, 5918.534343, -587411.672531
4667, 186.680000, -590184.689492, 5857.160920, -584327.528573
4668, 186.720000, -592840.196801, 5835.288780, -587004.908021
4669, 186.760000, -592888.347801, 5854.945150, -587033.402651
4670, 186.800000, -592801.852254, 5926.730129, -586875.122125
4671, 186.840000, -595925.552709, 5968.025599, -589957.527110
4672, 186.880000, -596563.483848, 5967.121213, -590596.362634
4673, 186.920000, -594176.128513, 5949.267830, -588226.860683
4674, 186.960000, -596122.131796, 5894.787782, -590227.344014
4675, 187.000000, -595965.447241, 5838.293803, -590127.153437
4676, 187.040000, -592107.139780, 5829.384979, -586277.754801
4677, 187.080000, -591481.610349, 5857.503244, -585624.107105
4678, 187.120000, -592177.813801, 5889.850506, -586287.963295
4679, 187.160000, -592538.845158, 5892.385369, -586646.459789
4680, 187.200000, -593040.081809, 5893.232660, -587146.849149
4681, 187.240000, -591473.391080, 5892.930957, -585580.460123
4682, 187.280000, -592516.157635, 5916.513310, -586599.644326
4683, 187.320000, -592829.813361, 5890.528713, -586939.284648
4684, 187.360000, -593345.132964, 5866.133866, -587478.999097
4685, 187.400000, -590818.358317, 5855.964653, -584962.393664
4686, 187.440000, -590959.757025, 5870.879042, -585088.877983
4687, 187.480000, -592009.942792, 5890.940940, -586119.001851
4688, 187.520000, -589107.767461, 5900.115436, -583207.652026
4689, 187.560000, -589959.958251, 5874.470818, -584085.487433
4690, 187.600000, -592153.567940, 5902.789446, -586250.778493
4691, 187.640000, -592080.148789, 5903.605941, -586176.542849
4692, 187.680000, -591124.598981, 5913.806329, -585210.792652
4693, 187.720000, -591202.524203, 5932.762573, -585269.761630
4694, 187.760000, -590454.141043, 5939.442906, -584514.698137
4695, 187.800000, -592603.742890, 5984.324855, -586619.418035
4696, 187.840000, -592474.474628, 5985.107021, -586489.367607
4697, 187.880000, -589896.872100, 5838.819906, -584058.052194
4698, 187.920000, -591363.108268, 5753.680507, -585609.427760
4699, 187.960000, -588601.638479, 5768.811418, -582832.827061
4700, 188.000000, -588566.380216, 5827.889997, -582738.490219
4701, 188.040000, -589213.242563, 5926.267920, -583286.974644
4702, 188.080000, -590902.798750, 6001.442915, -584901.355835
4703, 188.120000, -592511.871151, 5987.470870, -586524.400281
4704, 188.160000, -592265.758064, 5939.670871, -586326.087193
4705, 188.200000, -591971.931755, 5927.702888, -586044.228867
4706, 188.240000, -593491.181295, 5951.725341, -587539.455954
4707, 188.280000, -590531.111750, 5990.779909, -584540.331841
4708, 188.320000, -593647.304132, 6015.025557, -587632.278575
4709, 188.360000, -591240.310375, 6004.457254, -585235.853121
4710, 188.400000, -593282.128722, 5988.086971, -587294.041751
4711, 188.440000, -589959.757911, 5977.198167, -583982.559744
4712, 188.480000, -591073.181966, 5957.799924, -585115.382042
4713, 188.520000, -589629.860908, 5971.003685, -583658.857223
4714, 188.560000, -591315.321764, 5987.886460, -585327.435305
4715, 188.600000, -592320.806053, 5993.692058, -586327.113994
4716, 188.640000, -592575.489339, 6031.807988, -586543.681351
4717, 188.680000, -593765.642908, 6006.518318, -587759.124591
4718, 188.720000, -593450.559941, 5968.291915, -587482.268027
4719, 188.760000, -591876.369091, 5933.885662, -585942.483429
4720, 188.800000, -594421.225944, 5975.139162, -588446.086781
4721, 188.840000, -594531.241046, 5986.666558, -588544.574488
4722, 188.880000, -592046.847218, 5973.038093, -586073.809126
4723, 188.920000, -588764.711499, 5969.184663, -582795.526836
4724, 188.960000, -590344.771079, 5931.615248, -584413.155831
4725, 189.000000, -587464.929202, 5886.314013, -581578.615189
4726, 189.040000, -590830.997839, 5877.689407, -584953.308432
4727, 189.080000, -593795.486397, 5924.680708, -587870.805689
4728, 189.120000, -592751.577786, 5970.468510, -586781.109276
4729, 189.160000, -591182.111742, 5957.435559, -585224.676184
4730, 189.200000, -589064.079942, 5912.591660, -583151.488283
4731, 189.240000, -591536.451805, 5878.990839, -585657.460966
4732, 189.280000, -592162.644741, 5906.591382, -586256.053358
4733, 189.320000, -593805.691155, 5940.586517, -587865.104638
4734, 189.360000, -592638.899932, 5976.885124, -586662.014808
4735, 189.400000, -595282.731275, 5986.397374, -589296.333901
4736, 189.440000, -594081.019222, 5986.714894, -588094.304328
4737, 189.480000, -593073.766720, 5959.570867, -587114.195853
4738, 189.520000, -594805.065480, 5906.081916, -588898.983564
4739, 189.560000, -592085.842219, 5886.446108, -586199.396111
4740, 189.600000, -592243.613138, 5886.130887, -586357.482250
4741, 189.640000, -590842.448331, 5873.882909, -584968.565423
4742, 189.680000, -591633.325133, 5891.690480, -585741.634653
4743, 189.720000, -591775.655985, 5885.353033, -585890.302953
4744, 189.760000, -593238.562881, 5872.566745, -587365.996136
4745, 189.800000, -592496.697823, 5861.145049, -586635.552773
4746, 189.840000, -592136.216675, 5848.682576, -586287.534099
4747, 189.880000, -591246.191699, 5852.150019, -585394.041681
4748, 189.920000, -591086.307893, 5901.481319, -585184.826574
4749, 189.960000, -592607.853296, 5890.052969, -586717.800327
4750, 190.000000, -593957.135911, 5853.906982, -588103.228929
4751, 190.040000, -594123.814863, 5835.898040, -588287.916823
4752, 190.080000, -596766.383505, 5846.966515, -590919.416990
4753, 190.120000, -595051.727949, 5887.267925, -589164.460025
4754, 190.160000, -594435.300180, 5907.656341, -588527.643839
4755, 190.200000, -594094.384505, 5890.127050, -588204.257455
4756, 190.240000, -594206.509326, 5922.895632, -588283.613694
4757, 190.280000, -594158.094413, 5928.835708, -588229.258705
4758, 190.320000, -593670.070261, 5916.053389, -587754.016871
4759, 190.360000, -589112.690881, 5858.661387, -583254.029494
4760, 190.400000, -588630.867794, 5793.744110, -582837.123684
4761, 190.440000, -590069.603657, 5769.083477, -584300.520180
4762, 190.480000, -588803.334925, 5772.195654, -583031.139271
4763, 190.520000, -587855.568121, 5784.418551, -582071.149570
4764, 190.560000, -590127.008448, 5834.628313, -584292.380135
4765, 190.600000, -587802.967454, 5893.316297, -581909.651157
4766, 190.640000, -591870.583923, 5928.093354, -585942.490569
4767, 190.680000, -592505.040083, 5930.246402, -586574.793681
4768, 190.720000, -591669.443726, 5927.458676, -585741.985050
4769, 190.760000, -590253.000242, 5890.709046, -584362.291196
4770, 190.800000, -592192.408323, 5837.017616, -586355.390707
4771, 190.840000, -591498.527260, 5808.332399, -585690.194861
4772, 190.880000, -591182.613953, 5797.174424, -585385.439529
4773, 190.920000, -591392.503864, 5772.638177, -585619.865687
4774, 190.960000, -593446.340001, 5770.861439, -587675.478562
4775, 191.000000, -596255.174634, 5816.091178, -590439.083456
4776, 191.040000, -595773.323684, 5795.777120, -589977.546564
4777, 191.080000, -595718.903435, 5746.895488, -589972.007947
4778, 191.120000, -593576.192005, 5721.043410, -587855.148595
4779, 191.160000, -593132.558018, 5713.972572, -587418.585446
4780, 191.200000, -592721.019143, 5670.937829, -587050.081314
4781, 191.240000, -591725.898574, 5668.912250, -586056.986324
4782, 191.280000, -590744.396080, 5712.165808, -585032.230271
4783, 191.320000, -589563.617749, 5741.624956, -583821.992793
4784, 191.360000, -591696.647333, 5762.497421, -585934.149912
4785, 191.400000, -593719.876659, 5759.119921, -587960.756738
4786, 191.440000, -591866.416110, 5727.437524, -586138.978586
4787, 191.480000, -592016.211505, 5752.680774, -586263.530731
4788, 191.520000, -593650.930682, 5824.950742, -587825.979939
4789, 191.560000, -593852.216333, 5896.779031, -587955.437302
4790, 191.600000, -592093.907798, 5904.049302, -586189.858495
4791, 191.640000, -593789.965023, 5869.389054, -587920.575970
4792, 191.680000, -590570.374728, 5836.153122, -584734.221606
4793, 191.720000, -592800.740372, 5822.811326, -586977.929046
4794, 191.760000, -592903.233782, 5858.732478, -587044.501305
4795, 191.800000, -594773.259802, 5890.065052, -588883.194751
4796, 191.840000, -597037.989973, 5919.593714, -591118.396258
4797, 191.880000, -595098.927541, 5900.418583, -589198.508958
4798, 191.920000, -594483.445201, 5909.803201, -588573.642000
4799, 191.960000, -592558.998685, 5926.693002, -586632.305683
4800, 192.000000, -592517.243154, 5902.354761, -586614.888393
4801, 192.040000, -592977.918678, 5892.809609, -587085.109069
4802, 192.080000, -590381.537103, 5918.445515, -584463.091588
4803, 192.120000, -591901.099153, 5948.517197, -585952.581956
4804, 192.160000, -592554.477673, 5980.380700, -586574.096973
4805, 192.200000, -593319.953085, 5970.313602, -587349.639483
4806, 192.240000, -591990.527410, 5872.622439, -586117.904971
4807, 192.280000, -592943.847947, 5831.952105, -587111.895842
4808, 192.320000, -593004.111500, 5850.078104, -587154.033396
4809, 192.360000, -593925.176592, 5869.037051, -588056.139541
4810, 192.400000, -594754.802635, 5855.964085, -588898.838550
4811, 192.440000, -594183.511263, 5786.029884, -588397.481379
4812, 192.480000, -593997.421421, 5753.650205, -588243.771215
4813, 192.520000, -592940.699727, 5768.694847, -587172.004880
4814, 192.560000, -592487.407330, 5800.854110, -586686.553219
4815, 192.600000, -593504.333165, 5810.584526, -587693.748639
4816, 192.640000, -592658.508000, 5834.633393, -586823.874606
4817, 192.680000, -592776.266624, 5851.757792, -586924.508832
4818, 192.720000, -591998.293941, 5850.513579, -586147.780361
4819, 192.760000, -592467.787868, 5875.480155, -586592.307713
4820, 192.800000, -593615.322539, 5884.304692, -587731.017847
4821, 192.840000, -592474.250200, 5873.682587, -586600.567613
4822, 192.880000, -593457.209671, 5840.944967, -587616.264704
4823, 192.920000, -591097.870238, 5765.892553, -585331.977685
4824, 192.960000, -592542.236483, 5785.990341, -586756.246142
4825, 193.000000, -593874.019885, 5874.171647, -587999.848238
4826, 193.040000, -592467.581471, 5922.727641, -586544.853830
4827, 193.080000, -594176.327818, 5933.349861, -588242.977956
4828, 193.120000, -594497.419662, 5919.036478, -588578.383184
4829, 193.160000, -593047.133085, 5882.627575, -587164.505510
4830, 193.200000, -591554.317369, 5852.959304, -585701.358065
4831, 193.240000, -591849.251281, 5865.651701, -585983.599580
4832, 193.280000, -592542.189685, 5869.973548, -586672.216137
4833, 193.320000, -592025.074162, 5858.378581, -586166.695581
4834, 193.360000, -592545.050604, 5882.729395, -586662.321209
4835, 193.400000, -594098.914986, 5899.854261, -588199.060725
4836, 193.440000, -593896.153716, 5882.336515, -588013.817200
4837, 193.480000, -591162.586945, 5832.217969, -585330.368976
4838, 193.520000, -591581.218220, 5797.658083, -585783.560137
4839, 193.560000, -590061.465651, 5800.386868, -584261.078783
4840, 193.600000, -591716.441247, 5786.609393, -585929.831855
4841, 193.640000, -593398.936376, 5751.981513, -587646.954863
4842, 193.680000, -592758.698787, 5720.442599, -587038.256188
4843, 193.720000, -590855.107007, 5725.254650, -585129.852357
4844, 193.760000, -589702.476095, 5787.510395, -583914.965700
4845, 193.800000, -589587.563702, 5844.471570, -583743.092132
4846, 193.840000, -590490.383359, 5872.009180, -584618.374179
4847, 193.880000, -590337.807603, 5880.321259, -584457.486344
4848, 193.920000, -590359.175143, 5800.574874, -584558.600269
4849, 193.960000, -589984.995724, 5737.259204, -584247.736520
4850, 194.000000, -591944.812166, 5723.771937, -586221.040229
4851, 194.040000, -593624.579703, 5725.755588, -587898.824115
4852, 194.080000, -593306.329269, 5743.377624, -587562.951645
4853, 194.120000, -592174.941348, 5758.316530, -586416.624818
4854, 194.160000, -589683.256953, 5764.125927, -583919.131026
4855, 194.200000, -592420.099093, 5761.093018, -586659.006075
4856, 194.240000, -592332.283799, 5777.510582, -586554.773217
4857, 194.280000, -591653.717042, 5823.093231, -585830.623811
4858, 194.320000, -592253.736434, 5836.299961, -586417.436473
4859, 194.360000, -591041.227640, 5875.703198, -585165.524442
4860, 194.400000, -593135.355216, 5878.615907, -587256.739310
4861, 194.440000, -594837.042323, 5852.048068, -588984.994255
4862, 194.480000, -592235.430424, 5874.882301, -586360.548123
4863, 194.520000, -589028.543272, 5862.646715, -583165.896557
4864, 194.560000, -591122.945722, 5867.940994, -585255.004728
4865, 194.600000, -593485.857843, 5908.440957, -587577.416886
4866, 194.640000, -593672.797554, 5919.566110, -587753.231444
4867, 194.680000, -592774.256957, 5884.511569, -586889.745388
4868, 194.720000, -590692.190887, 5845.940380, -584846.250507
4869, 194.760000, -594252.055867, 5841.070343, -588410.985524
4870, 194.800000, -595862.695160, 5864.334651, -589998.360509
4871, 194.840000, -595252.066776, 5898.905267, -589353.161510
4872, 194.880000, -595634.181982, 5927.192273, -589706.989710
4873, 194.920000, -592870.457412, 5905.711802, -586964.745610
4874, 194.960000, -593066.971331, 5903.373313, -587163.598018
4875, 195.000000, -594518.158032, 5891.147416, -588627.010616
4876, 195.040000, -592507.167454, 5851.136039, -586656.031414
4877, 195.080000, -593625.411728, 5872.035252, -587753.376477
4878, 195.120000, -594363.653882, 5910.189372, -588453.464510
4879, 195.160000, -595668.325901, 5892.939788, -589775.386113
4880, 195.200000, -595249.492371, 5830.890376, -589418.601995
4881, 195.240000, -595675.648365, 5816.152215, -589859.496150
4882, 195.280000, -594597.760998, 5821.738350, -588776.022648
4883, 195.320000, -591582.728048, 5832.340323, -585750.387724
4884, 195.360000, -590728.078639, 5850.223782, -584877.854858
4885, 195.400000, -592366.041707, 5853.569940, -586512.471767
4886, 195.440000, -592186.093149, 5790.802561, -586395.290588
4887, 195.480000, -593034.959731, 5736.210452, -587298.749278
4888, 195.520000, -592085.334752, 5740.476070, -586344.858683
4889, 195.560000, -592336.148446, 5793.403121, -586542.745325
4890, 195.600000, -593581.666667, 5854.037561, -587727.629106
4891, 195.640000, -594733.898774, 5814.189472, -588919.709302
4892, 195.680000, -596054.277219, 5780.629564, -590273.647655
4893, 195.720000, -595292.514966, 5805.072544, -589487.442423
4894, 195.760000, -593826.921401, 5870.566123, -587956.355277
4895, 195.800000, -595468.394761, 5875.041933, -589593.352828
4896, 195.840000, -594040.014290, 5812.574362, -588227.439928
4897, 195.880000, -592171.127644, 5797.517828, -586373.609816
4898, 195.920000, -592338.746119, 5815.900411, -586522.845708
4899, 195.960000, -592726.876243, 5846.086881, -586880.789362
4900, 196.000000, -591527.245860, 5877.230455, -585650.015405
4901, 196.040000, -591766.391043, 5864.430602, -585901.960441
4902, 196.080000, -590717.057831, 5829.568113, -584887.489718
4903, 196.120000, -590225.125007, 5788.653625, -584436.471381
4904, 196.160000, -590432.553668, 5801.060207, -584631.493461
4905, 196.200000, -591369.371402, 5824.960084, -585544.411317
4906, 196.240000, -593580.627224, 5872.288236, -587708.338989
4907, 196.280000, -594566.135383, 5864.172663, -588701.962720
4908, 196.320000, -594587.288985, 5828.859767, -588758.429218
4909, 196.360000, -595338.314829, 5856.946454, -589481.368375
4910, 196.400000, -595335.700084, 5924.433123, -589411.266960
4911, 196.440000, -595728.634845, 5916.874987, -589811.759858
4912, 196.480000, -597623.133217, 5868.943776, -591754.189441
4913, 196.520000, -595847.171945, 5830.385689, -590016.786256
4914, 196.560000, -593814.239784, 5844.719166, -587969.520618
4915, 196.600000, -595566.731550, 5902.160882, -589664.570668
4916, 196.640000, -594613.056280, 5912.844543, -588700.211737
4917, 196.680000, -592163.558604, 5880.509651, -586283.048952
4918, 196.720000, -592661.380325, 5859.632105, -586801.748221
4919, 196.760000, -593699.558127, 5870.081314, -587829.476812
4920, 196.800000, -595829.534169, 5921.601085, -589907.933084
4921, 196.840000, -594086.881456, 5985.992047, -588100.889409
4922, 196.880000, -592761.389491, 5969.797704, -586791.591787
4923, 196.920000, -594265.727897, 5950.883784, -588314.844113
4924, 196.960000, -592680.557209, 5949.407631, -586731.149578
4925, 197.000000, -592222.241713, 5935.631032, -586286.610681
4926, 197.040000, -594050.703565, 5912.218528, -588138.485037
4927, 197.080000, -593190.605737, 5915.520049, -587275.085688
4928, 197.120000, -592316.423090, 5916.120447, -586400.302643
4929, 197.160000, -592519.622847, 5935.167055, -586584.455793
4930, 197.200000, -591733.251642, 5953.210162, -585780.041480
4931, 197.240000, -592059.000201, 5923.339345, -586135.660857
4932, 197.280000, -589527.726703, 5880.781341, -583646.945362
4933, 197.320000, -591654.502015, 5906.337070, -585748.164945
4934, 197.360000, -589270.032245, 5904.018284, -583366.013961
4935, 197.400000, -590567.498458, 5845.335478, -584722.162981
4936, 197.440000, -590060.769663, 5828.225664, -584232.543999
4937, 197.480000, -591299.419811, 5842.380137, -585457.039674
4938, 197.520000, -593239.822059, 5856.488257, -587383.333802
4939, 197.560000, -593725.565723, 5857.759448, -587867.806276
4940, 197.600000, -591788.998005, 5868.493496, -585920.504509
4941, 197.640000, -591759.402855, 5902.620272, -585856.782583
4942, 197.680000, -594104.854120, 5936.492830, -588168.361290
4943, 197.720000, -592957.629897, 5928.326990, -587029.302908
4944, 197.760000, -594580.036805, 5882.110070, -588697.926735
4945, 197.800000, -594320.280601, 5815.982889, -588504.297712
4946, 197.840000, -594401.107405, 5762.336325, -588638.771080
4947, 197.880000, -595350.953444, 5771.011725, -589579.941720
4948, 197.920000, -594415.658614, 5833.641070, -588582.017544
4949, 197.960000, -594290.952003, 5874.589527, -588416.362475
4950, 198.000000, -595740.503585, 5894.725207, -589845.778378
4951, 198.040000, -593014.654953, 5886.018340, -587128.636614
4952, 198.080000, -591516.524995, 5862.774261, -585653.750735
4953, 198.120000, -590652.705312, 5869.635675, -584783.069636
4954, 198.160000, -591033.113320, 5915.159963, -585117.953357
4955, 198.200000, -591293.348679, 5934.863572, -585358.485107
4956, 198.240000, -593816.706138, 5895.875748, -587920.830391
4957, 198.280000, -593837.074821, 5851.634453, -587985.440368
4958, 198.320000, -592138.006897, 5822.193284, -586315.813613
4959, 198.360000, -592671.470120, 5832.637775, -586838.832346
4960, 198.400000, -593185.939111, 5928.311989, -587257.627123
4961, 198.440000, -592506.169781, 5965.118500, -586541.051281
4962, 198.480000, -592956.217391, 5948.386306, -587007.831085
4963, 198.520000, -592812.205431, 5954.086289, -586858.119142
4964, 198.560000, -593567.154910, 5999.068327, -587568.086583
4965, 198.600000, -591290.581423, 6049.900157, -585240.681266
4966, 198.640000, -589594.208216, 6059.165031, -583535.043186
4967, 198.680000, -589171.630814, 6059.791337, -583111.839476
4968, 198.720000, -591212.641894, 6077.929271, -585134.712623
4969, 198.760000, -589846.467647, 6074.330377, -583772.137270
4970, 198.800000, -588050.995017, 6046.715526, -582004.279491
4971, 198.840000, -591084.036550, 6064.185834, -585019.850716
4972, 198.880000, -593238.020541, 6066.366186, -587171.654355
4973, 198.920000, -594273.957416, 6027.247349, -588246.710067
4974, 198.960000, -594482.062170, 6040.923469, -588441.138701
4975, 199.000000, -592435.720955, 6022.753575, -586412.967380
4976, 199.040000, -591011.186319, 5975.015517, -585036.170802
4977, 199.080000, -592832.523435, 5984.357435, -586848.166000
4978, 199.120000, -592735.834634, 6019.871489, -586715.963144
4979, 199.160000, -591161.657250, 6019.536135, -585142.121115
4980, 199.200000, -589656.710286, 5953.728520, -583702.981765
4981, 199.240000, -588557.258191, 5885.167859, -582672.090332
4982, 199.280000, -590213.772100, 5870.886518, -584342.885582
4983, 199.320000, -589333.832454, 5879.726895, -583454.105559
4984, 199.360000, -588819.503488, 5931.503169, -582888.000319
