0.000000 0.000000
0.010000 0.049231
0.030000 0.049083
0.050000 0.059513
0.070000 0.075926
0.090000 0.100322
0.110000 0.131058
0.130000 0.169686
0.150000 0.213745
0.170000 0.264491
0.190000 0.320092
0.210000 0.381045
0.230000 0.444008
0.250000 0.512112
0.270000 0.576594
0.290000 0.639391
0.310000 0.698138
0.330000 0.752497
0.350000 0.803340
0.370000 0.846652
0.390000 0.883824
0.410000 0.914646
0.430000 0.939115
0.450000 0.959981
0.470000 0.974655
0.490000 0.984875
0.510000 0.992078
0.530000 0.996535
0.550000 0.998872
0.570000 0.998703
0.590000 0.999450
0.610000 0.999021
0.630000 0.998660
0.650000 0.997777
0.670000 0.998831
0.690000 0.998700
0.710000 1.002029
0.730000 1.005157
0.750000 1.008545
0.770000 1.013782
0.790000 1.018572
0.810000 1.023929
0.830000 1.028586
0.850000 1.033797
0.870000 1.037332
0.890000 1.040092
0.910000 1.039974
0.930000 1.037833
0.950000 1.031803
0.970000 1.024245
0.990000 1.014270
1.010000 1.004649
1.030000 0.993886
1.050000 0.985973
1.070000 0.980112
1.090000 0.976477
1.110000 0.974438
1.130000 0.974160
1.150000 0.975663
1.170000 0.978673
1.190000 0.981160
1.210000 0.984321
1.230000 0.987766
1.250000 0.991095
1.270000 0.994530
1.290000 0.997178
1.310000 0.999764
1.330000 1.001744
1.350000 1.003512
1.370000 1.004594
1.390000 1.005936
1.410000 1.006243
1.430000 1.006856
1.450000 1.007190
1.470000 1.006843
1.490000 1.006752
1.510000 1.005849
1.530000 1.005991
1.550000 1.005209
1.570000 1.004457
1.590000 1.004025
1.610000 1.003217
1.630000 1.002693
1.650000 1.001810
1.670000 1.001379
1.690000 1.000842
1.710000 1.000364
1.730000 0.999860
1.750000 0.999207
1.770000 0.998833
1.790000 0.998630
1.810000 0.998341
1.830000 0.997949
1.850000 0.997874
1.870000 0.997376
1.890000 0.997628
1.910000 0.997527
1.930000 0.997518
1.950000 0.997846
1.970000 0.997965
1.990000 0.998429
2.010000 0.000000
2.030000 0.000000
2.050000 0.000000
2.070000 0.000000
2.090000 0.000000
2.110000 0.000000
2.130000 0.000000
2.150000 0.000000
2.170000 0.000000
2.190000 0.000000
2.210000 0.000000
2.230000 0.000000
2.250000 0.000000
2.270000 0.000000
2.290000 0.000000
2.310000 0.000000
2.330000 0.000000
2.350000 0.000000
2.370000 0.000000
2.390000 0.000000
2.410000 0.000000
2.430000 0.000000
2.450000 0.000000
2.470000 0.000000
2.490000 0.000000
2.510000 0.000000
2.530000 0.000000
2.550000 0.000000
2.570000 0.000000
2.590000 0.000000
2.610000 0.000000
2.630000 0.000000
2.650000 0.000000
2.670000 0.000000
2.690000 0.000000
2.710000 0.000000
2.730000 0.000000
2.750000 0.000000
2.770000 0.000000
2.790000 0.000000
2.810000 0.000000
2.830000 0.000000
2.850000 0.000000
2.870000 0.000000
2.890000 0.000000
2.910000 0.000000
2.930000 0.000000
2.950000 0.000000
2.970000 0.000000
2.990000 0.000000
3.010000 0.000000
3.030000 0.000000
3.050000 0.000000
3.070000 0.000000
3.090000 0.000000
3.110000 0.000000
3.130000 0.000000
3.150000 0.000000
3.170000 0.000000
3.190000 0.000000
3.210000 0.000000
3.230000 0.000000
3.250000 0.000000
3.270000 0.000000
3.290000 0.000000
3.310000 0.000000
3.330000 0.000000
3.350000 0.000000
3.370000 0.000000
3.390000 0.000000
3.410000 0.000000
3.430000 0.000000
3.450000 0.000000
3.470000 0.000000
3.490000 0.000000
3.510000 0.000000
3.530000 0.000000
3.550000 0.000000
3.570000 0.000000
3.590000 0.000000
3.610000 0.000000
3.630000 0.000000
3.650000 0.000000
3.670000 0.000000
3.690000 0.000000
3.710000 0.000000
3.730000 0.000000
3.750000 0.000000
3.770000 0.000000
3.790000 0.000000
3.810000 0.000000
3.830000 0.000000
3.850000 0.000000
3.870000 0.000000
3.890000 0.000000
3.910000 0.000000
3.930000 0.000000
3.950000 0.000000
3.970000 0.000000
