0.000000 0.000000
0.012500 0.076413
0.037500 0.016374
0.062500 0.038207
0.087500 0.042337
0.112500 0.053865
0.137500 0.068856
0.162500 0.085138
0.187500 0.104673
0.212500 0.141735
0.237500 0.178768
0.262500 0.219544
0.287500 0.258016
0.312500 0.312986
0.337500 0.359716
0.362500 0.414704
0.387500 0.471411
0.412500 0.520631
0.437500 0.585241
0.462500 0.636308
0.487500 0.701216
0.512500 0.744047
0.537500 0.790111
0.562500 0.846962
0.587500 0.878132
0.612500 0.919507
0.637500 0.950410
0.662500 0.989658
0.687500 1.011628
0.712500 1.039139
0.737500 1.059867
0.762500 1.081589
0.787500 1.091350
0.812500 1.110105
0.837500 1.115099
0.862500 1.117518
0.887500 1.123183
0.912500 1.113224
0.937500 1.098333
0.962500 1.070390
0.987500 1.054713
1.012500 1.031955
1.037500 1.002167
1.062500 0.981742
1.087500 0.968380
1.112500 0.958982
1.137500 0.955704
1.162500 0.957412
1.187500 0.958911
1.212500 0.961568
1.237500 0.962959
1.262500 0.967173
1.287500 0.973381
1.312500 0.979541
1.337500 0.981589
1.362500 0.989143
1.387500 0.995972
1.412500 1.000875
1.437500 1.005008
1.462500 1.006258
1.487500 1.009628
1.512500 1.012292
1.537500 1.012184
1.562500 1.013096
1.587500 1.014732
1.612500 1.010346
1.637500 1.014350
1.662500 1.015112
1.687500 1.012410
1.712500 1.008764
1.737500 1.010922
1.762500 1.004368
1.787500 1.003153
1.812500 0.998766
1.837500 0.997873
1.862500 0.994068
1.887500 0.995898
1.912500 0.998137
1.937500 0.994334
1.962500 0.997215
1.987500 0.997933
2.012500 0.995075
2.037500 0.997039
2.062500 0.995967
2.087500 0.995070
2.112500 0.999313
2.137500 0.998833
2.162500 1.001225
2.187500 1.000293
2.212500 1.002696
2.237500 1.001838
2.262500 1.002848
2.287500 1.004254
2.312500 1.004053
2.337500 1.002844
2.362500 1.001032
2.387500 1.000504
2.412500 1.002210
2.437500 0.999976
2.462500 1.003026
2.487500 0.999792
2.512500 0.000000
2.537500 0.000000
2.562500 0.000000
2.587500 0.000000
2.612500 0.000000
2.637500 0.000000
2.662500 0.000000
2.687500 0.000000
2.712500 0.000000
2.737500 0.000000
2.762500 0.000000
2.787500 0.000000
2.812500 0.000000
2.837500 0.000000
2.862500 0.000000
2.887500 0.000000
2.912500 0.000000
2.937500 0.000000
2.962500 0.000000
2.987500 0.000000
3.012500 0.000000
3.037500 0.000000
3.062500 0.000000
3.087500 0.000000
3.112500 0.000000
3.137500 0.000000
3.162500 0.000000
3.187500 0.000000
3.212500 0.000000
3.237500 0.000000
3.262500 0.000000
3.287500 0.000000
3.312500 0.000000
3.337500 0.000000
3.362500 0.000000
3.387500 0.000000
3.412500 0.000000
3.437500 0.000000
3.462500 0.000000
3.487500 0.000000
3.512500 0.000000
3.537500 0.000000
3.562500 0.000000
3.587500 0.000000
3.612500 0.000000
3.637500 0.000000
3.662500 0.000000
3.687500 0.000000
3.712500 0.000000
3.737500 0.000000
3.762500 0.000000
3.787500 0.000000
3.812500 0.000000
3.837500 0.000000
3.862500 0.000000
3.887500 0.000000
3.912500 0.000000
3.937500 0.000000
3.962500 0.000000
3.987500 0.000000
4.012500 0.000000
4.037500 0.000000
4.062500 0.000000
