0.100000 2.722812 0.212396 2.935208 2.982623 
0.300000 2.911979 0.091771 3.003750 3.682297 
0.500000 2.976146 0.039375 3.015521 4.441236 
0.700000 2.971667 0.020938 2.992604 5.025660 
0.900000 3.092812 0.010833 3.103646 5.693958 
1.100000 2.987917 0.003125 2.991042 6.877268 
1.300000 3.061354 0.005313 3.066667 6.378650 
1.500000 3.039063 0.001563 3.040625 7.580808 
1.700000 3.033333 0.005417 3.038750 6.350577 
1.900000 3.018333 0.009583 3.027917 5.789079 
2.100000 3.033646 0.008125 3.041771 5.954385 
2.300000 3.051875 0.008646 3.060521 5.899767 
2.500000 3.018958 0.008438 3.027396 5.912940 
2.700000 3.011146 0.015833 3.026979 5.303440 
2.900000 2.994687 0.015521 3.010208 5.317244 
3.100000 3.058854 0.017083 3.075938 5.245963 
3.300000 2.986979 0.027917 3.014896 4.760963 
3.500000 3.036354 0.019583 3.055937 5.109217 
3.700000 2.951979 0.020521 2.972500 5.038356 
3.900000 3.072292 0.025000 3.097292 4.890247 
4.100000 2.961667 0.029583 2.991250 4.699247 
4.300000 3.001146 0.018854 3.020000 5.134121 
4.500000 3.075417 0.014687 3.090104 5.395489 
4.700000 3.012708 0.021042 3.033750 5.033919 
4.900000 2.998854 0.031563 3.030417 4.650896 
5.100000 2.941250 0.036771 2.978021 4.492835 
5.300000 2.998438 0.034271 3.032708 4.574950 
5.500000 2.969375 0.042188 3.011562 4.376602 
5.700000 3.014687 0.041563 3.056250 4.403830 
5.900000 2.949688 0.025729 2.975417 4.825280 
6.100000 3.015833 0.023333 3.039167 4.937565 
6.300000 3.024479 0.021146 3.045625 5.032939 
6.500000 3.007917 0.018646 3.026562 5.146796 
6.700000 3.012917 0.014687 3.027604 5.375825 
6.900000 3.020104 0.010729 3.030833 5.680297 
7.100000 3.032083 0.010000 3.042083 5.752238 
7.300000 3.025104 0.013542 3.038646 5.457573 
7.500000 3.024479 0.021979 3.046458 4.996495 
7.700000 2.979687 0.025937 3.005625 4.827198 
7.900000 3.004375 0.027083 3.031458 4.794577 
8.100000 3.027917 0.027083 3.055000 4.801851 
8.300000 2.978750 0.034063 3.012812 4.574499 
8.500000 2.938438 0.063125 3.001562 4.009147 
8.700000 2.857708 0.122917 2.980625 3.429090 
8.900000 2.635000 0.246979 2.881979 2.857014 
9.100000 2.399271 0.482396 2.881667 2.411550 
9.300000 1.957292 0.817187 2.774479 2.125564 
9.500000 1.454063 1.252604 2.706667 2.003706 
9.700000 0.943750 1.770000 2.713750 2.065483 
9.900000 0.567917 2.240625 2.808542 2.304540 
10.100000 0.307083 2.628854 2.935938 2.715168 
10.300000 0.150729 2.756562 2.907292 3.242468 
10.500000 0.067917 2.948854 3.016771 3.948684 
10.700000 0.033750 3.009792 3.043542 4.592499 
10.900000 0.013646 3.005000 3.018646 5.443816 
11.100000 0.013854 2.988437 3.002292 5.423978 
11.300000 0.010937 3.045833 3.056771 5.669908 
11.500000 0.012500 3.012917 3.025417 5.530637 
11.700000 0.011875 3.017500 3.029375 5.581507 
11.900000 0.012292 2.995729 3.008021 5.541308 
12.100000 0.008125 3.072292 3.080417 5.966709 
12.300000 0.007292 3.015833 3.023125 6.054104 
12.500000 0.013646 2.983229 2.996875 5.436839 
12.700000 0.014479 3.072500 3.086979 5.408270 
12.900000 0.015729 3.001042 3.016771 5.306534 
13.100000 0.021875 2.989479 3.011354 4.990007 
13.300000 0.025208 3.046250 3.071458 4.874505 
13.500000 0.023854 3.000104 3.023958 4.911938 
13.700000 0.026354 2.985729 3.012083 4.814217 
13.900000 0.025937 3.011667 3.037604 4.837166 
14.100000 0.026562 3.031875 3.058437 4.821180 
14.300000 0.018229 3.019583 3.037812 5.171922 
14.500000 0.016771 3.015938 3.032708 5.250091 
14.700000 0.020833 3.032604 3.053438 5.049528 
14.900000 0.017604 2.980417 2.998021 5.192665 
15.100000 0.023125 2.990104 3.013229 4.937942 
15.300000 0.016875 3.060208 3.077083 5.258077 
15.500000 0.019896 2.972812 2.992708 5.074221 
15.700000 0.014687 3.027604 3.042292 5.380482 
15.900000 0.011979 3.066250 3.078229 5.588538 
16.100000 0.009167 3.009479 3.018646 5.829352 
16.300000 0.008021 3.016146 3.024167 5.961315 
16.500000 0.010729 3.026875 3.037604 5.682462 
16.700000 0.008646 3.044583 3.053229 5.897441 
16.900000 0.009792 3.024479 3.034271 5.770204 
17.100000 0.012188 3.038646 3.050833 5.563204 
17.300000 0.013125 2.988021 3.001146 5.475742 
17.500000 0.018229 3.054896 3.073125 5.182967 
17.700000 0.015417 3.024062 3.039479 5.333007 
17.900000 0.011667 3.026979 3.038646 5.601599 
18.100000 0.009062 3.010417 3.019479 5.840749 
18.300000 0.021667 3.015938 3.037604 5.007324 
18.500000 0.033646 2.957813 2.991458 4.579326 
18.700000 0.060625 2.998750 3.059375 4.062239 
18.900000 0.157396 2.846667 3.004062 3.234030 
19.100000 0.351563 2.432604 2.784167 2.587885 
19.300000 0.748958 1.992604 2.741563 2.157092 
19.500000 1.294687 1.364271 2.658958 2.000457 
19.700000 1.884167 0.809271 2.693437 2.117641 
19.900000 2.455104 0.425208 2.880313 2.487902 
