4.000000E-02, -6.057601E+05, 6.467663E+04, -5.410835E+05
8.000000E-02, -5.834987E+05, 6.004415E+04, -5.234546E+05
1.200000E-01, -5.929800E+05, 5.903899E+04, -5.339410E+05
1.600000E-01, -5.980020E+05, 5.898054E+04, -5.390214E+05
2.000000E-01, -6.070815E+05, 5.887412E+04, -5.482074E+05
2.400000E-01, -6.168438E+05, 5.843162E+04, -5.584122E+05
2.800000E-01, -6.238390E+05, 5.780459E+04, -5.660344E+05
3.200000E-01, -6.296693E+05, 5.745652E+04, -5.722128E+05
3.600000E-01, -6.365451E+05, 5.740654E+04, -5.791385E+05
4.000000E-01, -6.449212E+05, 5.720169E+04, -5.877195E+05
4.400000E-01, -6.483218E+05, 5.683210E+04, -5.914897E+05
4.800000E-01, -6.548250E+05, 5.657217E+04, -5.982529E+05
5.200000E-01, -6.562426E+05, 5.648368E+04, -5.997589E+05
5.600000E-01, -6.600673E+05, 5.676558E+04, -6.033017E+05
6.000000E-01, -6.662707E+05, 5.697621E+04, -6.092945E+05
6.400000E-01, -6.683133E+05, 5.666141E+04, -6.116519E+05
6.800000E-01, -6.702126E+05, 5.630069E+04, -6.139119E+05
7.200000E-01, -6.719025E+05, 5.629745E+04, -6.156051E+05
7.600000E-01, -6.759899E+05, 5.647371E+04, -6.195162E+05
8.000000E-01, -6.757708E+05, 5.669450E+04, -6.190763E+05
8.400000E-01, -6.730394E+05, 5.667460E+04, -6.163648E+05
8.800000E-01, -6.719455E+05, 5.653762E+04, -6.154079E+05
9.200000E-01, -6.694776E+05, 5.674005E+04, -6.127375E+05
9.600000E-01, -6.712451E+05, 5.687314E+04, -6.143720E+05
1.000000E+00, -6.762253E+05, 5.668678E+04, -6.195385E+05
1.040000E+00, -6.756744E+05, 5.676601E+04, -6.189084E+05
1.080000E+00, -6.733037E+05, 5.701382E+04, -6.162899E+05
1.120000E+00, -6.771501E+05, 5.692126E+04, -6.202288E+05
1.160000E+00, -6.831466E+05, 5.684403E+04, -6.263025E+05
1.200000E+00, -6.836638E+05, 5.684080E+04, -6.268230E+05
1.240000E+00, -6.820597E+05, 5.659210E+04, -6.254676E+05
1.280000E+00, -6.810096E+05, 5.639129E+04, -6.246183E+05
1.320000E+00, -6.806020E+05, 5.645015E+04, -6.241519E+05
1.360000E+00, -6.774810E+05, 5.673178E+04, -6.207493E+05
1.400000E+00, -6.854299E+05, 5.687534E+04, -6.285546E+05
1.440000E+00, -6.829814E+05, 5.663374E+04, -6.263477E+05
1.480000E+00, -6.816661E+05, 5.649161E+04, -6.251745E+05
1.520000E+00, -6.830093E+05, 5.673046E+04, -6.262789E+05
1.560000E+00, -6.849837E+05, 5.684677E+04, -6.281369E+05
1.600000E+00, -6.853666E+05, 5.670141E+04, -6.286652E+05
1.640000E+00, -6.816279E+05, 5.668380E+04, -6.249441E+05
1.680000E+00, -6.823542E+05, 5.682294E+04, -6.255312E+05
1.720000E+00, -6.806648E+05, 5.700126E+04, -6.236636E+05
1.760000E+00, -6.818442E+05, 5.706239E+04, -6.247819E+05
1.800000E+00, -6.782734E+05, 5.704280E+04, -6.212306E+05
1.840000E+00, -6.818542E+05, 5.693166E+04, -6.249225E+05
1.880000E+00, -6.826188E+05, 5.698682E+04, -6.256319E+05
1.920000E+00, -6.785557E+05, 5.725854E+04, -6.212972E+05
1.960000E+00, -6.785859E+05, 5.738253E+04, -6.212034E+05
2.000000E+00, -6.793486E+05, 5.738781E+04, -6.219608E+05
2.040000E+00, -6.802893E+05, 5.719869E+04, -6.230906E+05
2.080000E+00, -6.804657E+05, 5.717796E+04, -6.232878E+05
2.120000E+00, -6.814459E+05, 5.736540E+04, -6.240805E+05
2.160000E+00, -6.845667E+05, 5.748603E+04, -6.270807E+05
2.200000E+00, -6.822134E+05, 5.760032E+04, -6.246131E+05
2.240000E+00, -6.829397E+05, 5.744417E+04, -6.254956E+05
2.280000E+00, -6.785298E+05, 5.709297E+04, -6.214368E+05
2.320000E+00, -6.818109E+05, 5.700139E+04, -6.248095E+05
2.360000E+00, -6.871676E+05, 5.732366E+04, -6.298440E+05
2.400000E+00, -6.824188E+05, 5.752658E+04, -6.248922E+05
2.440000E+00, -6.816948E+05, 5.750034E+04, -6.241944E+05
2.480000E+00, -6.821296E+05, 5.760248E+04, -6.245271E+05
2.520000E+00, -6.833301E+05, 5.773825E+04, -6.255918E+05
2.560000E+00, -6.850765E+05, 5.766852E+04, -6.274080E+05
2.600000E+00, -6.860103E+05, 5.748974E+04, -6.285206E+05
2.640000E+00, -6.868301E+05, 5.749844E+04, -6.293316E+05
2.680000E+00, -6.841819E+05, 5.770519E+04, -6.264767E+05
2.720000E+00, -6.801520E+05, 5.788960E+04, -6.222624E+05
2.760000E+00, -6.854592E+05, 5.797194E+04, -6.274873E+05
2.800000E+00, -6.851815E+05, 5.791996E+04, -6.272615E+05
2.840000E+00, -6.854985E+05, 5.788996E+04, -6.276085E+05
2.880000E+00, -6.858434E+05, 5.812955E+04, -6.277138E+05
2.920000E+00, -6.807580E+05, 5.809523E+04, -6.226627E+05
2.960000E+00, -6.823691E+05, 5.792306E+04, -6.244461E+05
3.000000E+00, -6.840398E+05, 5.789182E+04, -6.261480E+05
3.040000E+00, -6.862413E+05, 5.760591E+04, -6.286354E+05
